word,freq,english,german,sound,spell
æbəhəlimə,1,1,0,1,0
ædmaɪə,1,1,0,1,0
ædmɪʃən,1,1,0,1,0
ædvæntɪdʒ,1,1,0,1,0
ædvaɪs,1,1,0,1,0
ædvaɪz,1,1,0,1,0
ædvɛntʃəɹ,1,1,0,1,0
ædvɜɹtəzmənt,1,1,0,1,0
æksɛpt,1,1,0,1,0
æksɛptəbl,1,1,0,1,0
æktɪvɪtɪ,1,1,0,1,0
æktɪvɪtɪz,1,1,0,1,0
ælɡoʊmə,1,1,0,1,0
æmbɪʃən,1,1,0,1,0
æmbɪʃəs,1,1,0,1,0
ænælɪsɪs,1,1,0,1,0
æŋzaɪətɪ,1,1,0,1,0
æbsəlut,1,1,0,1,0
æbsəns,1,1,0,1,0
æbsənt,1,1,0,1,0
æbəɹt,1,1,0,1,0
æd,1,1,0,1,0
ædvəɹb,1,1,0,1,0
ædvəɹsɛɹɪz,1,1,0,1,0
ædvəɹtaɪz,1,1,0,1,0
ædɪd,1,1,0,1,0
ædəmstaʊn,1,1,0,1,0
ædʒɪktɪv,1,1,0,1,0
ædɹɛs,1,1,0,1,0
æftəɹ,1,1,0,1,0
æftəɹwəɹdz,1,1,0,1,0
æfɹɪkə,1,1,0,1,0
æks,1,1,0,1,0
æksədənt,1,1,0,1,0
æksɛs,1,1,0,1,0
ækt,1,1,0,1,0
æktɪv,1,1,0,1,0
æktəɹ,1,1,0,1,0
æktʃuəlɪ,1,1,0,1,0
æktɹəs,1,1,0,1,0
æktʃəwəl,1,1,0,1,0
æktʃʊwəl,1,1,0,1,0
ækʃən,1,1,0,1,0
ælbəm,1,1,0,1,0
ælbəɹn,1,1,0,1,0
ælfə,1,1,0,1,0
ælfəbɛt,1,1,0,1,0
ælkəhɑl,1,1,0,1,0
æm,1,1,0,1,0
æmɹə,1,1,0,1,0
æn,1,1,0,1,0
ænd,1,1,0,1,0
ænsəɹ,1,1,0,1,0
ænt,1,1,0,1,0
ænyuəl,1,1,0,1,0
ænəməl,1,1,0,1,0
ænəməlz,1,1,0,1,0
æpl,1,1,0,1,0
æplz,1,1,0,1,0
æplɪŋ,1,1,0,1,0
æpəɹtʃəɹ,1,1,0,1,0
æsk,1,1,0,1,0
æskt,1,1,0,1,0
æskɪŋ,1,1,0,1,0
æsɪd,1,1,0,1,0
æt,1,1,0,1,0
ætəm,1,1,0,1,0
ævənu,1,1,0,1,0
ævɛɹɪdʒ,1,1,0,1,0
awəɹz,1,1,0,1,0
awəɹɡlæsɪz,1,1,0,1,0
æz,1,1,0,1,0
æʃ,1,1,0,1,0
æŋkl,1,1,0,1,0
æŋkʃəs,1,1,0,1,0
æʃlaɪn,1,1,0,1,0
æŋɡl,1,1,0,1,0
æɹəʊ,1,1,0,1,0
æɡɹɪkʌltʃəɹ,1,1,0,1,0
æŋɡəɹ,1,1,0,1,0
æŋɡɹɪ,1,1,0,1,0
æbsəlutlɪ,1,1,0,1,0
ædməɹeɪʃən,1,1,0,1,0
æftəɹnun,1,1,0,1,0
æluvɪəm,1,1,0,1,0
æntifʌŋɡəl,1,1,0,1,0
æpləkeɪʃən,1,1,0,1,0
æpləkeɪʃənz,1,1,0,1,0
æpəɹætəs,1,1,0,1,0
aɪdiə,1,1,0,1,0
aɪdiəz,1,1,0,1,0
aɪdɛntəfaɪ,1,1,0,1,0
aɪdɪəl,1,1,0,1,0
aʊtɹeɪdʒəs,1,1,0,1,0
aɪtɪnəɹɛɹɪz,1,1,0,1,0
aʊəɹsɛlvz,1,1,0,1,0
aɪ,1,1,0,1,0
aɪdl,1,1,0,1,0
aɪlənd,1,1,0,1,0
aɪləndz,1,1,0,1,0
aɪlɪts,1,1,0,1,0
aɪlɪd,1,1,0,1,0
aɪm,1,1,0,1,0
aʊns,1,1,0,1,0
aʊnsɪz,1,1,0,1,0
aɪs,1,1,0,1,0
aɪsɪ,1,1,0,1,0
aɪsəl,1,1,0,1,0
aʊtdɔɹz,1,1,0,1,0
aʊtdɔɹ,1,1,0,1,0
aʊtsaɪd,1,1,0,1,0
aʊtwəɹd,1,1,0,1,0
aʊt,1,1,0,1,0
aʊtlaɪn,1,1,0,1,0
aʊtʃ,1,1,0,1,0
aɪtəm,1,1,0,1,0
aʊtəɹ,1,1,0,1,0
aɪv,1,1,0,1,0
aɪz,1,1,0,1,0
aɪzənbəɹɡ,1,1,0,1,0
aɪəmz,1,1,0,1,0
aɪən,1,1,0,1,0
aʊəɹ,1,1,0,1,0
aʊəɹz,1,1,0,1,0
aʊɹlɪ,1,1,0,1,0
aɪəʊs,1,1,0,1,0
aɪdɪɑlədʒəst,1,1,0,1,0
aɪslændɛə,1,1,0,1,0
bæktiɹɪə,1,1,0,1,0
bæd,1,1,0,1,0
bædnəs,1,1,0,1,0
bækslæpɪŋ,1,1,0,1,0
bækwəɹd,1,1,0,1,0
bækwəɹdz,1,1,0,1,0
bækɡɹaʊnd,1,1,0,1,0
bæk,1,1,0,1,0
bæləns,1,1,0,1,0
bænd,1,1,0,1,0
bænəstəɹ,1,1,0,1,0
bænɪʃmənt,1,1,0,1,0
bæskɛt,1,1,0,1,0
bætl,1,1,0,1,0
bæɡ,1,1,0,1,0
bæθ,1,1,0,1,0
bæŋk,1,1,0,1,0
bæɡɪdʒ,1,1,0,1,0
bæɹəl,1,1,0,1,0
bæɹən,1,1,0,1,0
bæɹɪɡəɹ,1,1,0,1,0
bæŋkəmɛɹɪkə,1,1,0,1,0
baɪæksɪəl,1,1,0,1,0
baɪɑlədʒɪ,1,1,0,1,0
baʊ,1,1,0,1,0
baɪ,1,1,0,1,0
baɪnd,1,1,0,1,0
baʊnd,1,1,0,1,0
baʊndəɹɪ,1,1,0,1,0
baɪsɪkəl,1,1,0,1,0
baɪt,1,1,0,1,0
baɪtləɹ,1,1,0,1,0
baʊəlz,1,1,0,1,0
baɪpoʊləɹ,1,1,0,1,0
beɪ,1,1,0,1,0
beɪbɪ,1,1,0,1,0
beɪk,1,1,0,1,0
beɪlvə,1,1,0,1,0
beɪs,1,1,0,1,0
beɪst,1,1,0,1,0
beɪsɪk,1,1,0,1,0
beɪsɪkəlɪ,1,1,0,1,0
beɪsɪn,1,1,0,1,0
beɪsɪnz,1,1,0,1,0
beɪsɪs,1,1,0,1,0
beɪsɪɹ,1,1,0,1,0
beɪð,1,1,0,1,0
beɪðɪŋ,1,1,0,1,0
beɪʒ,1,1,0,1,0
beɪənɛts,1,1,0,1,0
bi,1,1,0,1,0
bik,1,1,0,1,0
bim,1,1,0,1,0
bin,1,1,0,1,0
bist,1,1,0,1,0
bit,1,1,0,1,0
bitl,1,1,0,1,0
bitɔvɛn,1,1,0,1,0
biɪŋ,1,1,0,1,0
blæk,1,1,0,1,0
blækhəm,1,1,0,1,0
blæst,1,1,0,1,0
blaɪndsaɪdɪd,1,1,0,1,0
blaɪnd,1,1,0,1,0
bleɪd,1,1,0,1,0
bleɪm,1,1,0,1,0
blid,1,1,0,1,0
blim,1,1,0,1,0
bloʊ,1,1,0,1,0
blu,1,1,0,1,0
blumənθɔl,1,1,0,1,0
bluθ,1,1,0,1,0
blʌd,1,1,0,1,0
blɑk,1,1,0,1,0
blɛs,1,1,0,1,0
blɔɪəɹ,1,1,0,1,0
boʊæz,1,1,0,1,0
boʊdɪ,1,1,0,1,0
boʊl,1,1,0,1,0
boʊld,1,1,0,1,0
boʊlt,1,1,0,1,0
boʊn,1,1,0,1,0
boʊst,1,1,0,1,0
boʊt,1,1,0,1,0
boʊθ,1,1,0,1,0
bun,1,1,0,1,0
but,1,1,0,1,0
byutɪ,1,1,0,1,0
byutɪfəl,1,1,0,1,0
byuɡlz,1,1,0,1,0
byɜɹk,1,1,0,1,0
bɪfɔɹ,1,1,0,1,0
bɪhaɪnd,1,1,0,1,0
bɪheɪv,1,1,0,1,0
bɪheɪvyəɹ,1,1,0,1,0
bɪkeɪm,1,1,0,1,0
bɪkʌm,1,1,0,1,0
bɪkʌmz,1,1,0,1,0
bɪkɛt,1,1,0,1,0
bɪkɔz,1,1,0,1,0
bɪlaɪɪŋ,1,1,0,1,0
bɪlif,1,1,0,1,0
bɪliv,1,1,0,1,0
bɪloʊ,1,1,0,1,0
bɪlɔŋ,1,1,0,1,0
bənænə,1,1,0,1,0
bɪniθ,1,1,0,1,0
bɪsaɪd,1,1,0,1,0
bɪsaɪdz,1,1,0,1,0
bɪtwin,1,1,0,1,0
bɪyɑnd,1,1,0,1,0
bɪɡæn,1,1,0,1,0
bɪɡɪn,1,1,0,1,0
bɪɡɪnɪŋ,1,1,0,1,0
bɛdɹum,1,1,0,1,0
bɛd,1,1,0,1,0
bɛduɪnz,1,1,0,1,0
bɑdɪ,1,1,0,1,0
bʌdʒɪtəd,1,1,0,1,0
bʊk,1,1,0,1,0
bɑks,1,1,0,1,0
bʊks,1,1,0,1,0
bʌkvt,1,1,0,1,0
bʊkəɹz,1,1,0,1,0
bʊlfaɪtəɹ,1,1,0,1,0
bɔl,1,1,0,1,0
bɛl,1,1,0,1,0
bɪl,1,1,0,1,0
bɪld,1,1,0,1,0
bʊldoʊz,1,1,0,1,0
bɪldɪŋ,1,1,0,1,0
bɛlt,1,1,0,1,0
bɪlt,1,1,0,1,0
bʊlət,1,1,0,1,0
bɪlɪən,1,1,0,1,0
bɛləʊz,1,1,0,1,0
bɑm,1,1,0,1,0
bʌmz,1,1,0,1,0
bɪn,1,1,0,1,0
bɛnd,1,1,0,1,0
bʌndl,1,1,0,1,0
bʌntʃ,1,1,0,1,0
bɛnəfɪt,1,1,0,1,0
bɛnəfɪts,1,1,0,1,0
bɪnəm,1,1,0,1,0
bʌs,1,1,0,1,0
bɛst,1,1,0,1,0
bɪt,1,1,0,1,0
bʌt,1,1,0,1,0
bɑtl,1,1,0,1,0
bɑtəm,1,1,0,1,0
bʌtən,1,1,0,1,0
bɛtəɹ,1,1,0,1,0
bɪtəɹ,1,1,0,1,0
bʌtəɹ,1,1,0,1,0
bʌtəɹɪks,1,1,0,1,0
bɪznɪslaɪk,1,1,0,1,0
bɪznəsmæn,1,1,0,1,0
bɪzɪ,1,1,0,1,0
bɪzɪnɛslaɪk,1,1,0,1,0
bɪzɪnɛsmæn,1,1,0,1,0
bɪzɪnəs,1,1,0,1,0
bɑɹ,1,1,0,1,0
bɛɡ,1,1,0,1,0
bɛθ,1,1,0,1,0
bɪɡ,1,1,0,1,0
bʊʃ,1,1,0,1,0
bɛə,1,1,0,1,0
bɪə,1,1,0,1,0
bɑɹbəɹ,1,1,0,1,0
bɪɹd,1,1,0,1,0
bɜɹd,1,1,0,1,0
bɔɹd,1,1,0,1,0
bʌɡd,1,1,0,1,0
bɜɹdɪ,1,1,0,1,0
bɔɹdəɹ,1,1,0,1,0
bɑɹkəʊz,1,1,0,1,0
bɜɹlæk,1,1,0,1,0
bɔɹn,1,1,0,1,0
bɜɹn,1,1,0,1,0
bɜɹntsən,1,1,0,1,0
bɜɹnz,1,1,0,1,0
bɑɹnɪkəl,1,1,0,1,0
bɑɹnɪʃ,1,1,0,1,0
bɑɹoʊ,1,1,0,1,0
bɜɹst,1,1,0,1,0
bɜɹtɹənd,1,1,0,1,0
bɔɹz,1,1,0,1,0
bɜɹθdeɪ,1,1,0,1,0
bɜɹθ,1,1,0,1,0
bɛɹɪ,1,1,0,1,0
bɜɹɪ,1,1,0,1,0
bɪɡɛst,1,1,0,1,0
bɪɡəɹ,1,1,0,1,0
bɛɹɪəl,1,1,0,1,0
bɜɹɡləɹ,1,1,0,1,0
bɑɹɡɛn,1,1,0,1,0
bɛnzəʊdɪæzəpɪn,1,1,0,1,0
bɹæf,1,1,0,1,0
bɹænd,1,1,0,1,0
bɹæntʃ,1,1,0,1,0
bɹæs,1,1,0,1,0
bɹæɡd,1,1,0,1,0
bɹaɪb,1,1,0,1,0
bɹaɪbəɹɪ,1,1,0,1,0
bɹaʊn,1,1,0,1,0
bɹaɪt,1,1,0,1,0
bɹaɪtn,1,1,0,1,0
bɹaɪtəlɪŋ,1,1,0,1,0
bɹaʊzəɹz,1,1,0,1,0
bɹeɪkθɹu,1,1,0,1,0
bɹeɪk,1,1,0,1,0
bɹeɪks,1,1,0,1,0
bɹeɪn,1,1,0,1,0
bɹeɪv,1,1,0,1,0
bɹeɪvəɹɪ,1,1,0,1,0
bɹid,1,1,0,1,0
bɹið,1,1,0,1,0
bɹudəɹ,1,1,0,1,0
bɹɪsi,1,1,0,1,0
bɔɪ,1,1,0,1,0
bɹɔdkæst,1,1,0,1,0
bɹɛd,1,1,0,1,0
bɹɔd,1,1,0,1,0
bɹɛdθ,1,1,0,1,0
bɹɪdʒ,1,1,0,1,0
bɹɪk,1,1,0,1,0
bɹɛkfəst,1,1,0,1,0
bɔɪl,1,1,0,1,0
bɹɔn,1,1,0,1,0
bɹɛsləʊ,1,1,0,1,0
bɹɛst,1,1,0,1,0
bɹɔt,1,1,0,1,0
bɹɪtɪʃ,1,1,0,1,0
bɹʌðəɹ,1,1,0,1,0
bɹɛθ,1,1,0,1,0
bɹɪŋ,1,1,0,1,0
bɹʌʃ,1,1,0,1,0
bɹɪɡədɪə,1,1,0,1,0
bɹɔɪ,1,1,0,1,0
dæleɪ,1,1,0,1,0
dæmp,1,1,0,1,0
dæmədʒ,1,1,0,1,0
dæns,1,1,0,1,0
dætəm,1,1,0,1,0
dæɹɪn,1,1,0,1,0
daɪvɜɹdʒd,1,1,0,1,0
daɪɹɛktnəs,1,1,0,1,0
daɪɹɛktəɹɪz,1,1,0,1,0
daɪ,1,1,0,1,0
daɪd,1,1,0,1,0
daɪkəʊ,1,1,0,1,0
daɪmənd,1,1,0,1,0
daʊnsaɪd,1,1,0,1,0
daɪn,1,1,0,1,0
daʊn,1,1,0,1,0
daɪnəɹz,1,1,0,1,0
daɪoʊd,1,1,0,1,0
daʊt,1,1,0,1,0
daɪv,1,1,0,1,0
daɪəɹi,1,1,0,1,0
daɪəɡnoʊz,1,1,0,1,0
daɪəɡnoʊzd,1,1,0,1,0
daʊɡən,1,1,0,1,0
daɪʌmɪtəɹ,1,1,0,1,0
deɪ,1,1,0,1,0
deɪlaɪt,1,1,0,1,0
deɪlɪ,1,1,0,1,0
deɪmɪnt,1,1,0,1,0
deɪndʒəɹ,1,1,0,1,0
deɪndʒəɹəs,1,1,0,1,0
deɪt,1,1,0,1,0
deɪtə,1,1,0,1,0
deɪvɪd,1,1,0,1,0
deɪz,1,1,0,1,0
did,1,1,0,1,0
dil,1,1,0,1,0
dip,1,1,0,1,0
dipn,1,1,0,1,0
difɔɹmeɪʃən,1,1,0,1,0
doʊnəɹz,1,1,0,1,0
doʊsədʒ,1,1,0,1,0
du,1,1,0,1,0
dus,1,1,0,1,0
dutɪ,1,1,0,1,0
duəbl,1,1,0,1,0
duɪŋ,1,1,0,1,0
dwɛlɪŋ,1,1,0,1,0
dɪfaɪn,1,1,0,1,0
dɪfit,1,1,0,1,0
dɪfɛnd,1,1,0,1,0
dɪfɛndənt,1,1,0,1,0
dɪfɛns,1,1,0,1,0
dɪkæfəneɪt,1,1,0,1,0
dɪkeɪ,1,1,0,1,0
dɪklɛə,1,1,0,1,0
dɪkɹis,1,1,0,1,0
dɪlaɪt,1,1,0,1,0
dɪleɪ,1,1,0,1,0
dɪlɪnɪeɪts,1,1,0,1,0
dɛlɪvəɹ,1,1,0,1,0
dɪlɪvəɹɪ,1,1,0,1,0
dɪlɪŋkwənts,1,1,0,1,0
dɪmænd,1,1,0,1,0
dɪmɑkɹəsɪ,1,1,0,1,0
dɪnaɪ,1,1,0,1,0
dɪpɪkts,1,1,0,1,0
dɪpɛnd,1,1,0,1,0
dɪpɛndz,1,1,0,1,0
dɪpɛndəns,1,1,0,1,0
dɪpɛndənt,1,1,0,1,0
dɪpɑɹtmənt,1,1,0,1,0
dɪpɑpyəleɪʃən,1,1,0,1,0
dɪpɹɛs,1,1,0,1,0
dɪpɹɛʃən,1,1,0,1,0
dɪsætəsfaɪ,1,1,0,1,0
dɪsaɪsɪv,1,1,0,1,0
dɪseɪlɪneɪʃən,1,1,0,1,0
dɪsit,1,1,0,1,0
dɪsiv,1,1,0,1,0
dɪskəntɛnt,1,1,0,1,0
dɪskʌmfəɹt,1,1,0,1,0
dɪskʌs,1,1,0,1,0
dɪskʌvəɹ,1,1,0,1,0
dɪskʌvəɹd,1,1,0,1,0
dɪskʌvəɹɪ,1,1,0,1,0
dɪskɜɹɪdʒ,1,1,0,1,0
dɪskɜɹɪdʒmənt,1,1,0,1,0
dɪskɹaɪb,1,1,0,1,0
dɪskɹaɪbd,1,1,0,1,0
dɪskɹɪptɪv,1,1,0,1,0
dɪskɹɪpʃən,1,1,0,1,0
dɪsmɪs,1,1,0,1,0
dɪspaɪt,1,1,0,1,0
dɪspleɪ,1,1,0,1,0
dɪspyut,1,1,0,1,0
dɪspɛə,1,1,0,1,0
dɪstɪləɹz,1,1,0,1,0
dɪstɜɹb,1,1,0,1,0
dɪstɪŋɡwɪʃ,1,1,0,1,0
dɪstɹʌktɪv,1,1,0,1,0
dɪstɹʌkʃən,1,1,0,1,0
dɪstɹɔɪ,1,1,0,1,0
dɪsɪnfɛkt,1,1,0,1,0
dɪsəɡɹi,1,1,0,1,0
dɪsɛmbəɹ,1,1,0,1,0
dɪsɛnd,1,1,0,1,0
dɪsɛndənt,1,1,0,1,0
dɪsɛnt,1,1,0,1,0
dɪsɪʒən,1,1,0,1,0
dɪsɡʌst,1,1,0,1,0
dɪteɪl,1,1,0,1,0
dɪteɪlz,1,1,0,1,0
dətɜɹmɪn,1,1,0,1,0
dətɜɹməndlɪ,1,1,0,1,0
dɪtɜɹmənd,1,1,0,1,0
dɪtɜɹmənəbl,1,1,0,1,0
dɪtɜɹməneɪʃən,1,1,0,1,0
dɪvaɪd,1,1,0,1,0
dɪvaɪs,1,1,0,1,0
dɪvɛləp,1,1,0,1,0
dɪvɛləpmənt,1,1,0,1,0
dɪvɛləpt,1,1,0,1,0
dɪvɛləpɪŋ,1,1,0,1,0
dɪvɪʒən,1,1,0,1,0
dɛwʊlf,1,1,0,1,0
dɪzaɪn,1,1,0,1,0
dɪzaɪnd,1,1,0,1,0
dɪzaɪə,1,1,0,1,0
dɪzaɪɹəbl,1,1,0,1,0
dɪziz,1,1,0,1,0
dɪzɜɹv,1,1,0,1,0
dəɹɛkt,1,1,0,1,0
dɪɹɛkt,1,1,0,1,0
dəɹɛktlɪ,1,1,0,1,0
dəɹɛktəɹ,1,1,0,1,0
dɪɹɛktəɹ,1,1,0,1,0
dɪɹɛktəɹɪ,1,1,0,1,0
dɪɹɛkʃən,1,1,0,1,0
dɪɡɹi,1,1,0,1,0
dɔnɪ,1,1,0,1,0
dʌbl,1,1,0,1,0
dɛd,1,1,0,1,0
dɪd,1,1,0,1,0
dɪdnt,1,1,0,1,0
dɪdʒətəl,1,1,0,1,0
dɛf,1,1,0,1,0
dɛfn,1,1,0,1,0
dɪfəkəlt,1,1,0,1,0
dɪfəkəltɪ,1,1,0,1,0
dɪfɪkʌltɪz,1,1,0,1,0
dɪfəɹɛns,1,1,0,1,0
dɪfəɹɛnt,1,1,0,1,0
dʌk,1,1,0,1,0
dɑktəɹ,1,1,0,1,0
dɑkyəmɛnt,1,1,0,1,0
dɑkyəmɛnəd,1,1,0,1,0
dɛkəɹeɪt,1,1,0,1,0
dɪkʃənɛɹɪ,1,1,0,1,0
dʌl,1,1,0,1,0
dɪlɡ,1,1,0,1,0
dɛləkɛt,1,1,0,1,0
dɑləɹ,1,1,0,1,0
dɔləɹz,1,1,0,1,0
dɑləɹz,1,1,0,1,0
dʌn,1,1,0,1,0
dɔnt,1,1,0,1,0
dɪnəɹ,1,1,0,1,0
dɪp,1,1,0,1,0
dɛpyutɪz,1,1,0,1,0
dɛpθ,1,1,0,1,0
dɛsk,1,1,0,1,0
dɑst,1,1,0,1,0
dʌst,1,1,0,1,0
dɪstəns,1,1,0,1,0
dɪstənt,1,1,0,1,0
dɪstɹɪkt,1,1,0,1,0
dɛsəməl,1,1,0,1,0
dɪsəplən,1,1,0,1,0
dɛt,1,1,0,1,0
dɑt,1,1,0,1,0
dɪtʃ,1,1,0,1,0
dɔtəɹ,1,1,0,1,0
dʌtəɹ,1,1,0,1,0
dɛvəl,1,1,0,1,0
dɛvɪnɪ,1,1,0,1,0
dʌz,1,1,0,1,0
dʌzn,1,1,0,1,0
dʌznt,1,1,0,1,0
dɛzəɹt,1,1,0,1,0
dɔɹweɪ,1,1,0,1,0
dɛθ,1,1,0,1,0
dɪɡ,1,1,0,1,0
dɪʃ,1,1,0,1,0
dɔɡ,1,1,0,1,0
dɔɹ,1,1,0,1,0
dʌɡ,1,1,0,1,0
dɛə,1,1,0,1,0
dɪə,1,1,0,1,0
dɜɹfəlɪŋəɹ,1,1,0,1,0
dɑɹk,1,1,0,1,0
dɑɹkn,1,1,0,1,0
dɑŋkɪ,1,1,0,1,0
dɜɹt,1,1,0,1,0
dɜɹtɪ,1,1,0,1,0
dɑɹtəɹ,1,1,0,1,0
dɛʃɔ,1,1,0,1,0
dɛɹɪbɛɹɪ,1,1,0,1,0
dɔɹɪs,1,1,0,1,0
dɛɹɪŋ,1,1,0,1,0
dʊɹɪŋ,1,1,0,1,0
dɛkləɹeɪʃən,1,1,0,1,0
dɛkəɹeɪʃən,1,1,0,1,0
dɪskəntɛntɪdlɪ,1,1,0,1,0
dɪskəntɪnyueɪʃən,1,1,0,1,0
dɪsədvæntɪdʒd,1,1,0,1,0
dɪsɹɪspɛkt,1,1,0,1,0
dɪsɹɪɡɑɹd,1,1,0,1,0
dɪsætɪsfækʃən,1,1,0,1,0
dɪsaɪd,1,1,0,1,0
dɪsaɪdɪd,1,1,0,1,0
dɪskʌʃən,1,1,0,1,0
dɪsɪplɪnɛɹɪənz,1,1,0,1,0
dɪsəpɪə,1,1,0,1,0
dɪsəpɪəɹəns,1,1,0,1,0
dɪsəpɹuv,1,1,0,1,0
dɪsəpɔɪnt,1,1,0,1,0
dɪsəpɔɪntɪd,1,1,0,1,0
dɪsəsoʊʃɪəɪtəd,1,1,0,1,0
dɛzɪɡniz,1,1,0,1,0
dɑɹdʒilɪŋ,1,1,0,1,0
dʒækɪ,1,1,0,1,0
dʒænyuɛɹɪ,1,1,0,1,0
dɹæɡ,1,1,0,1,0
dɹaɪ,1,1,0,1,0
dɹaɪlɪ,1,1,0,1,0
dɹaʊn,1,1,0,1,0
dɹaɪv,1,1,0,1,0
dɹaɪvz,1,1,0,1,0
dʒeɪmz,1,1,0,1,0
dʒeɪmɪsən,1,1,0,1,0
dɹim,1,1,0,1,0
dʒinz,1,1,0,1,0
dʒizʌs,1,1,0,1,0
dʒiəmɑti,1,1,0,1,0
dʒiəʊpəlɪtɪkəlɪ,1,1,0,1,0
dʒoʊk,1,1,0,1,0
dʒudɪɪzm,1,1,0,1,0
dʒudɪɪzəm,1,1,0,1,0
dʒufɹɪdə,1,1,0,1,0
dʒun,1,1,0,1,0
dʒus,1,1,0,1,0
dʒuz,1,1,0,1,0
dʒuəlɹɪ,1,1,0,1,0
dʒuəl,1,1,0,1,0
dʒulaɪ,1,1,0,1,0
dɹəkoʊnɪən,1,1,0,1,0
dʒɛnɑdɪ,1,1,0,1,0
dʒəɹɑɹd,1,1,0,1,0
dɹɔ,1,1,0,1,0
dʒɔ,1,1,0,1,0
dʒɑb,1,1,0,1,0
dʒɑbz,1,1,0,1,0
dɹɔdaʊn,1,1,0,1,0
dʒʌdʒmənt,1,1,0,1,0
dʒʌdʒ,1,1,0,1,0
dʒɛlɪ,1,1,0,1,0
dʒɑlɪ,1,1,0,1,0
dʒɛləs,1,1,0,1,0
dʒɛləsɪ,1,1,0,1,0
dɹʌm,1,1,0,1,0
dʒʌmp,1,1,0,1,0
dʒɑn,1,1,0,1,0
dʒɛntlmən,1,1,0,1,0
dʒɛntl,1,1,0,1,0
dʒɛnɛɹəl,1,1,0,1,0
dʒɑnəθən,1,1,0,1,0
dʒɛnəɹəs,1,1,0,1,0
dɹɑp,1,1,0,1,0
dɹɛs,1,1,0,1,0
dʒʌst,1,1,0,1,0
dʒʌstɪfaɪ,1,1,0,1,0
dʒʌstəs,1,1,0,1,0
dɹɪvn,1,1,0,1,0
dɹɔɹ,1,1,0,1,0
dɹʌɡ,1,1,0,1,0
dʒɔʃ,1,1,0,1,0
dɹɪŋk,1,1,0,1,0
dɹʌŋk,1,1,0,1,0
dʒʌŋkɪəst,1,1,0,1,0
dʒʌɡlz,1,1,0,1,0
dʒɜɹnɪ,1,1,0,1,0
dʒɜɹnəl,1,1,0,1,0
dɹʌɡz,1,1,0,1,0
dʒɔʃʊə,1,1,0,1,0
dʒɛnɛɹeɪʃən,1,1,0,1,0
dʒɛɹəntɑlədʒɪ,1,1,0,1,0
dʒɔɪ,1,1,0,1,0
dʒɔɪn,1,1,0,1,0
dʒɔɪnt,1,1,0,1,0
dʒɔɪz,1,1,0,1,0
eɪbl,1,1,0,1,0
eɪdʒ,1,1,0,1,0
eɪdən,1,1,0,1,0
eɪdəɹ,1,1,0,1,0
eɪdʒɛnsɪ,1,1,0,1,0
eɪdʒənt,1,1,0,1,0
eɪk,1,1,0,1,0
eɪkɪn,1,1,0,1,0
eɪkɔɹn,1,1,0,1,0
eɪm,1,1,0,1,0
eɪntʃənt,1,1,0,1,0
eɪpɹəl,1,1,0,1,0
eɪt,1,1,0,1,0
eɪtθ,1,1,0,1,0
fækt,1,1,0,1,0
fæktəɹ,1,1,0,1,0
fæktəɹɪ,1,1,0,1,0
fæməlɪ,1,1,0,1,0
fæməlɪz,1,1,0,1,0
fæn,1,1,0,1,0
fænsɪ,1,1,0,1,0
fænsɪəɹz,1,1,0,1,0
fæs,1,1,0,1,0
fæst,1,1,0,1,0
fæstəɹ,1,1,0,1,0
fæsən,1,1,0,1,0
fæsənəɹ,1,1,0,1,0
